pickup_location,destination_location,num_stops,distance_km,duration_min,actual_eta_min,weather,time_of_day,traffic_level
Lake Tanner,Lake Thomas,2,373.48,436.26,456.7,Foggy,Afternoon,Moderate
South Stephenmouth,Fordborough,0,32.17,34.6,37.64,Foggy,Evening,Light
West Ronald,Perezview,2,82.4,101.85,109.92,Rainy,Night,Moderate
South Rachel,North Lisamouth,0,297.75,352.71,373.12,Foggy,Afternoon,Moderate
North David,New Lori,3,336.47,366.45,368.78,Rainy,Evening,Light
West Ricardobury,Chapmanmouth,1,499.22,656.36,669.33,Cloudy,Morning,Light
Lake Holly,North Lauren,1,108.62,108.92,119.72,Foggy,Afternoon,Light
Huertahaven,Nguyenmouth,2,426.38,635.88,601.97,Clear,Morning,Heavy
New Tonya,Shawnfort,0,154.73,216.44,209.86,Cloudy,Afternoon,Heavy
Joycestad,Port Christopher,1,412.85,501.92,493.22,Foggy,Night,Moderate
Danielsberg,Robinsonshire,1,68.07,74.04,67.28,Cloudy,Night,Heavy
Jessicamouth,West Ronaldchester,3,130.31,147.25,140.32,Foggy,Evening,Light
Suzanneland,Rodneyland,3,493.45,648.93,624.53,Cloudy,Evening,Moderate
Harrismouth,East Edward,3,357.87,418.13,376.82,Foggy,Morning,Heavy
Lake Davidport,Markfort,2,296.3,340.33,350.0,Cloudy,Night,Light
North Eddie,Joseville,1,464.09,504.0,536.17,Rainy,Morning,Heavy
Flemingmouth,Davisland,3,304.4,375.11,396.53,Clear,Morning,Heavy
North Sethstad,Dianeport,3,187.85,267.3,249.73,Foggy,Night,Light
South Adamburgh,Brownmouth,3,344.07,514.71,467.55,Clear,Afternoon,Light
South Shannonhaven,Hesterview,2,112.1,157.19,166.06,Clear,Evening,Heavy
Gonzaleshaven,Russellhaven,2,189.26,226.87,248.33,Clear,Afternoon,Light
Jennifertown,Caseburgh,2,459.57,503.15,528.38,Rainy,Afternoon,Heavy
Port Davidberg,New Pamelatown,1,92.95,114.52,118.89,Foggy,Morning,Moderate
South Donside,Huynhfurt,0,407.93,426.62,440.82,Rainy,Afternoon,Moderate
Port Christie,Smithport,3,235.73,312.88,336.52,Cloudy,Evening,Heavy
Alextown,Michaelborough,0,78.37,112.47,121.95,Rainy,Afternoon,Heavy
West Nicoleside,North Jason,0,16.03,20.7,20.76,Cloudy,Afternoon,Heavy
West Christopherburgh,Coopershire,0,469.34,659.6,611.37,Rainy,Morning,Moderate
Stewartview,Sullivanfort,2,226.45,288.24,307.19,Foggy,Evening,Light
Hillland,East Nancy,2,444.24,490.92,507.8,Clear,Evening,Light
Christopherbury,West Cheryl,3,57.09,60.97,58.12,Rainy,Night,Light
South Susanbury,West Nancy,3,351.91,518.4,496.92,Clear,Afternoon,Heavy
Cooperhaven,North Taylorfort,3,56.54,57.52,52.29,Cloudy,Afternoon,Heavy
Wongmouth,Lindaview,3,221.13,226.49,215.5,Foggy,Afternoon,Moderate
West Danielle,West Sherri,3,398.48,495.47,497.74,Foggy,Evening,Light
Schmittberg,North Kristen,3,14.48,21.01,21.88,Clear,Afternoon,Heavy
Olsonmouth,Owensport,1,24.07,25.25,26.67,Cloudy,Afternoon,Heavy
Port Justinmouth,Lake Benjamin,1,153.12,158.89,146.98,Clear,Night,Heavy
Heatherton,Bethanyshire,0,149.69,221.49,208.25,Rainy,Morning,Heavy
Shirleytown,East Emilyborough,1,255.54,276.31,287.27,Foggy,Evening,Heavy
North Brandonstad,Griffithhaven,3,495.17,609.99,654.31,Cloudy,Morning,Heavy
New Heather,Pattersonmouth,3,288.68,307.91,305.83,Clear,Afternoon,Moderate
Sanfordland,Penaburgh,0,203.78,299.68,323.53,Foggy,Afternoon,Moderate
Shawland,Mooremouth,0,328.75,445.18,421.86,Cloudy,Afternoon,Light
East Victorialand,West Janet,2,125.1,152.58,145.62,Rainy,Evening,Moderate
New Jacobland,New Sarah,1,414.74,488.86,453.95,Foggy,Night,Moderate
Hectorbury,West Dannyberg,0,479.52,486.13,484.3,Clear,Afternoon,Moderate
Ashleyberg,Hornbury,1,346.99,413.51,425.17,Cloudy,Morning,Heavy
West Lindseyview,North Sabrina,2,223.5,235.11,247.37,Cloudy,Morning,Moderate
Port Taramouth,Conniestad,2,278.54,378.94,405.28,Clear,Evening,Heavy
Port Veronica,Wallsbury,0,22.41,29.1,26.2,Foggy,Morning,Light
South Alejandro,Dawnburgh,2,495.82,578.49,522.52,Rainy,Morning,Heavy
Jenniferborough,Grantport,0,35.01,47.66,48.36,Clear,Afternoon,Moderate
North Danielside,Lake Timothy,0,348.72,450.2,417.35,Clear,Morning,Light
Davisfurt,New Michaelchester,3,35.39,40.98,39.35,Foggy,Afternoon,Heavy
Port Ashleymouth,North Andreahaven,0,58.19,80.67,87.97,Cloudy,Afternoon,Heavy
Kimberlyton,South Mckenzieton,2,472.62,679.52,625.59,Foggy,Afternoon,Heavy
Raymondfort,Lake Jeremy,0,187.5,223.07,200.81,Rainy,Morning,Moderate
Cooperfurt,Kennethmouth,1,283.09,289.28,307.65,Clear,Night,Light
West Michaelton,North Jenna,0,397.46,562.15,511.6,Foggy,Morning,Moderate
West Patricia,South Jeromeview,3,454.67,584.59,596.87,Rainy,Morning,Moderate
East Adrian,West Corey,2,426.02,510.93,522.62,Foggy,Night,Moderate
South Courtneyburgh,Mcdanielborough,0,290.83,324.67,306.38,Foggy,Evening,Moderate
Hillchester,Russellbury,1,73.07,76.84,70.71,Clear,Morning,Moderate
West Jonathan,West Jeffrey,3,414.86,568.03,540.24,Rainy,Afternoon,Heavy
New Cassandra,West Alex,1,367.04,513.76,552.1,Rainy,Evening,Light
Marcoport,Mcdonaldfort,1,304.62,419.75,459.55,Rainy,Night,Heavy
Johnsonchester,Smithburgh,1,22.62,25.6,25.51,Clear,Morning,Moderate
West Annport,Taylorburgh,3,353.92,396.14,434.11,Cloudy,Afternoon,Moderate
West Matthew,Wilkinsonfurt,0,362.54,478.84,483.91,Foggy,Night,Moderate
Michellemouth,Thomasfort,3,123.7,173.85,168.62,Cloudy,Evening,Heavy
Allenton,Triciashire,2,108.0,110.02,115.59,Rainy,Afternoon,Moderate
Darrenbury,Rhodesmouth,3,61.86,81.15,77.32,Foggy,Evening,Moderate
Morrisland,Murphychester,0,148.66,220.09,230.15,Foggy,Morning,Moderate
Salazarberg,Markborough,3,163.42,224.91,214.64,Clear,Afternoon,Heavy
Port Josephside,Charlesside,3,64.85,93.22,96.61,Foggy,Evening,Heavy
Dylanberg,Stantonport,2,26.68,29.21,28.52,Clear,Night,Heavy
Dawnton,Port Barbara,1,242.66,329.43,352.23,Rainy,Night,Moderate
South Danielbury,Lake Melissa,1,183.88,234.44,230.05,Foggy,Afternoon,Moderate
Castilloburgh,South Joannborough,1,24.31,30.51,29.92,Rainy,Morning,Light
Halltown,Jenniferburgh,2,224.88,315.04,297.76,Foggy,Evening,Heavy
West Jefffurt,East Debra,0,429.93,551.43,514.27,Foggy,Evening,Light
Matthewsstad,Johnsonview,2,12.52,16.23,16.32,Foggy,Evening,Moderate
Whitestad,West Evanton,2,281.15,416.18,457.17,Rainy,Afternoon,Moderate
Burkebury,North Ashlee,0,371.03,547.68,520.25,Clear,Evening,Heavy
Lake Janice,Lake Kim,1,47.76,55.3,60.68,Clear,Night,Heavy
Port Josephside,West Tim,1,448.58,608.56,576.49,Foggy,Afternoon,Moderate
Robertsborough,Valerieview,0,381.92,502.56,477.71,Rainy,Evening,Moderate
Morriston,Pattersonburgh,0,237.83,346.87,359.27,Foggy,Night,Heavy
East Angelastad,New Williammouth,2,269.94,348.57,315.13,Rainy,Evening,Light
Dalefurt,Jamesshire,2,44.48,48.79,51.21,Clear,Night,Light
Hannahstad,South Melissaton,0,471.79,604.2,620.31,Clear,Afternoon,Heavy
Nelsonville,Smithmouth,1,105.21,136.31,123.36,Clear,Morning,Light
New Brittany,Peggyburgh,3,342.7,509.84,498.85,Foggy,Night,Moderate
West Catherine,North Amber,2,172.08,174.97,159.1,Clear,Morning,Heavy
West Amy,Lake Scottborough,1,285.1,343.33,351.91,Clear,Afternoon,Moderate
Moyermouth,Lopezchester,2,279.36,310.93,310.34,Clear,Evening,Light
Cabreraburgh,East Anne,0,341.87,494.91,509.76,Foggy,Afternoon,Heavy
Lake Melaniemouth,South Jeffreyhaven,0,495.92,504.35,486.09,Cloudy,Evening,Moderate
North Amberton,Brendantown,0,242.05,313.05,334.89,Foggy,Morning,Light
Lake Cynthiamouth,Michellemouth,2,28.61,35.96,38.76,Clear,Night,Light
Port Jeremy,East Sylviaberg,1,177.13,231.37,232.35,Rainy,Evening,Heavy
Valdezbury,New Matthewton,0,312.43,371.67,396.31,Cloudy,Morning,Moderate
Hahnside,East Josephbury,0,59.06,73.5,78.81,Foggy,Evening,Moderate
Gregoryhaven,New Chelsea,0,101.54,151.4,142.81,Foggy,Morning,Light
Roberthaven,Jenniferfort,1,371.92,407.3,423.94,Rainy,Morning,Light
Tonyaborough,Brownmouth,3,393.65,410.98,403.73,Foggy,Night,Moderate
Pinedahaven,Dennisfort,2,391.75,499.45,537.61,Cloudy,Evening,Light
Rosalesville,North Debbie,3,252.93,374.82,392.76,Cloudy,Night,Heavy
Justinville,East John,0,301.47,339.32,350.68,Rainy,Morning,Light
Jonesmouth,North Robertstad,1,56.11,80.08,73.59,Rainy,Morning,Light
Wagnerburgh,West Timothy,1,466.15,576.81,521.43,Foggy,Night,Moderate
New Sarah,Shawnberg,3,35.59,42.67,42.02,Rainy,Morning,Light
Elliotthaven,New Rachael,3,87.36,126.8,121.19,Foggy,Evening,Moderate
West William,Ericksonland,3,248.34,249.23,268.21,Rainy,Afternoon,Heavy
North James,East Taraville,3,395.14,447.25,412.07,Clear,Morning,Moderate
Port Samanthamouth,South Tammyhaven,2,161.28,197.01,192.49,Clear,Morning,Moderate
East Sandrahaven,Reedtown,1,89.27,125.11,128.97,Cloudy,Night,Moderate
Port Sethbury,Craigshire,3,316.61,393.92,413.6,Clear,Night,Heavy
Waltershire,Lindsaychester,2,448.68,524.05,476.08,Rainy,Night,Heavy
West Dylanfurt,West Curtis,0,369.04,420.44,383.17,Foggy,Afternoon,Light
North Carlos,Saraburgh,3,399.49,575.73,614.2,Cloudy,Afternoon,Light
Katrinabury,Kristytown,1,385.44,488.61,527.18,Rainy,Afternoon,Heavy
Faulknerton,Howardtown,1,193.27,230.03,234.59,Foggy,Evening,Light
Hughesport,Port Jessicaberg,2,64.9,81.63,74.51,Rainy,Evening,Light
West Phillip,South Jaclynland,2,119.54,142.42,131.57,Rainy,Afternoon,Moderate
South Jacobchester,South Lisa,0,89.7,96.12,94.41,Cloudy,Morning,Heavy
Crystalland,Jordanville,2,241.31,273.37,281.65,Foggy,Evening,Heavy
Brownport,Scottshire,2,273.75,294.71,284.3,Clear,Evening,Light
Mendezville,Luceroborough,0,462.53,502.47,494.13,Cloudy,Evening,Heavy
Walkerberg,East Ronald,1,58.8,78.76,80.82,Clear,Afternoon,Moderate
Joshuaton,Amberside,0,95.11,114.12,107.21,Clear,Afternoon,Light
Lake James,North Andrealand,0,79.39,100.89,91.47,Clear,Afternoon,Light
South Stephanieberg,Velasqueztown,1,259.38,368.88,392.42,Foggy,Morning,Moderate
Port Gregory,North Josephfort,1,385.53,450.01,429.38,Cloudy,Morning,Light
New Stacyborough,New Samuel,0,302.02,439.19,410.6,Rainy,Evening,Heavy
South Brittany,New Shane,1,58.35,75.24,80.23,Clear,Night,Heavy
Lisastad,New Briana,3,182.02,234.44,237.16,Rainy,Evening,Heavy
Ralphhaven,Lake Christinaville,2,235.42,323.67,327.21,Cloudy,Evening,Moderate
North George,Harriston,2,259.07,283.1,259.82,Cloudy,Night,Light
South Carolyn,Johnsonborough,1,417.96,461.45,473.83,Clear,Afternoon,Moderate
North Ashleyview,Josephfort,3,39.93,43.02,41.92,Foggy,Morning,Light
New Steven,East Kevinmouth,0,453.89,632.14,600.67,Rainy,Night,Moderate
Harmonchester,Liberg,0,96.54,144.29,140.25,Rainy,Night,Heavy
Martinland,North Kevin,3,416.88,583.97,594.71,Clear,Night,Heavy
Lake Nicholasberg,South Elizabeth,2,17.99,19.31,20.11,Clear,Afternoon,Moderate
Sarahfurt,North Linda,0,282.11,410.32,394.31,Cloudy,Morning,Moderate
Lake Davidberg,Anthonyside,1,203.61,297.39,318.13,Rainy,Morning,Moderate
Pattyburgh,Freemanside,3,71.22,105.79,112.72,Rainy,Night,Light
Port Christy,New Destinyville,3,195.48,261.4,237.76,Cloudy,Morning,Moderate
South Heather,East Angela,3,173.7,233.0,252.03,Cloudy,Morning,Heavy
West Michael,Baileyshire,0,64.99,66.12,68.5,Rainy,Afternoon,Light
West Stevenberg,Melissaton,0,232.16,291.91,281.56,Cloudy,Night,Heavy
Lake Brian,Lake Amandamouth,2,498.75,530.33,499.05,Cloudy,Evening,Moderate
Holmeshaven,Port Marissaside,1,415.01,579.43,630.92,Foggy,Morning,Moderate
Lake James,Davidfort,2,463.66,592.94,588.49,Clear,Evening,Moderate
Ashleyside,Lake Davidberg,1,241.47,242.24,260.14,Foggy,Evening,Moderate
Lake Manuel,Edwardville,2,98.31,112.6,123.71,Cloudy,Morning,Heavy
Lake Amberburgh,Burnetttown,3,390.34,415.73,448.58,Foggy,Evening,Light
Ramosfort,Meyerchester,3,488.22,645.38,709.76,Cloudy,Night,Heavy
West James,Andersonside,1,44.54,59.92,64.4,Clear,Afternoon,Moderate
Casefurt,South Edwin,0,331.79,404.46,410.13,Clear,Evening,Moderate
Port Katrina,Simpsontown,0,16.6,22.45,21.81,Clear,Evening,Moderate
Williamview,Rodneyburgh,3,107.76,135.47,137.45,Rainy,Night,Heavy
Lake Edwardmouth,North Karen,0,101.5,140.84,140.26,Cloudy,Evening,Moderate
Carpentermouth,Danielsland,0,404.01,573.02,570.54,Rainy,Night,Moderate
North Anthonyside,Lake Meganview,3,427.88,496.96,448.11,Rainy,Evening,Moderate
North Michealburgh,New Ashley,2,310.61,339.53,344.68,Foggy,Afternoon,Moderate
New Christian,South Mary,3,42.8,49.79,45.35,Foggy,Morning,Moderate
East Nicole,New Michael,3,449.55,571.28,573.93,Foggy,Evening,Light
Sanderschester,South Laura,0,392.94,421.96,456.41,Clear,Morning,Light
New Davidfort,Sandershaven,2,76.35,101.64,99.44,Cloudy,Evening,Heavy
Trevinofort,Destinyborough,0,409.78,459.46,457.81,Clear,Morning,Light
Carterfort,Amandaborough,1,75.91,83.68,80.07,Cloudy,Night,Moderate
South Sara,Steveport,2,10.35,13.86,15.19,Rainy,Night,Heavy
New Christine,Michaelhaven,1,269.6,332.21,337.57,Rainy,Evening,Moderate
Huffburgh,Lopezbury,1,370.9,419.8,387.13,Cloudy,Afternoon,Light
Erinfurt,East Sara,2,334.36,341.67,359.67,Cloudy,Night,Heavy
Juliabury,Mendozaland,1,197.64,271.34,276.55,Foggy,Evening,Heavy
Hudsonmouth,Cathyberg,3,257.21,348.51,341.01,Foggy,Evening,Light
North Brandonville,Port Johnhaven,1,252.91,361.8,396.33,Rainy,Morning,Light
Melissaton,Sarahberg,3,312.85,462.86,430.74,Cloudy,Morning,Light
Watsonborough,Lake Angela,0,157.58,183.76,189.93,Rainy,Night,Heavy
Jocelynfort,North Katherine,3,232.91,310.86,307.9,Clear,Morning,Light
North Megan,Huntermouth,2,199.74,243.56,227.39,Rainy,Morning,Light
Lake Melissaland,South Scott,1,214.15,236.56,255.4,Rainy,Morning,Moderate
Frederickbury,Lifort,3,111.9,152.42,145.25,Clear,Morning,Light
Barrettstad,Philipstad,1,212.2,233.46,210.3,Cloudy,Evening,Light
North Meganmouth,New Sarah,3,203.77,295.4,278.86,Foggy,Night,Moderate
Port Luisshire,Adamview,1,166.01,176.74,171.54,Clear,Night,Moderate
West Sarahborough,Floresberg,3,123.65,164.89,151.31,Foggy,Morning,Light
Jacksontown,New Jeffrey,3,336.43,349.27,364.47,Clear,Afternoon,Heavy
Wallacechester,Mossberg,3,67.78,75.45,78.97,Clear,Afternoon,Heavy
Susanberg,West Lance,0,185.69,234.71,218.95,Cloudy,Afternoon,Moderate
Leahton,New Jessicahaven,1,234.0,327.16,346.55,Foggy,Afternoon,Heavy
Jennifermouth,West Christopherville,3,245.92,286.34,258.24,Clear,Morning,Light
Hernandezview,East Kevinview,3,156.91,184.7,192.15,Foggy,Afternoon,Heavy
Webbborough,Brownmouth,1,358.75,394.19,399.86,Foggy,Evening,Moderate
Port Rickymouth,Lake Michael,0,323.1,463.25,507.9,Rainy,Afternoon,Heavy
Lake Alejandra,South Catherineborough,0,227.85,328.03,347.24,Rainy,Morning,Moderate
West Sandra,Hernandezmouth,0,232.54,276.83,276.86,Rainy,Afternoon,Heavy
Clarkmouth,Youngbury,0,118.19,157.46,168.36,Cloudy,Evening,Light
South Jenniferton,Peterton,3,110.3,145.72,141.34,Clear,Night,Moderate
Kimberlyland,Cindyton,1,454.18,538.97,562.21,Cloudy,Morning,Light
South Rebecca,Lopezton,0,490.95,503.9,521.1,Cloudy,Afternoon,Moderate
North Amber,Bartonshire,3,451.34,486.17,533.96,Rainy,Afternoon,Moderate
Valerieshire,Fostershire,0,93.51,103.66,101.22,Foggy,Morning,Heavy
East Taylor,Chavezfurt,1,288.3,415.98,418.47,Cloudy,Afternoon,Heavy
Hallmouth,Port Nicole,2,460.01,635.15,674.85,Rainy,Afternoon,Light
South Richardstad,South Courtneyview,3,55.03,57.91,52.45,Clear,Evening,Light
Curtisbury,Port Charleston,0,74.9,84.57,88.71,Rainy,Morning,Light
North Alexander,North Keithbury,1,123.46,131.06,137.35,Rainy,Morning,Light
Katelynside,New Andrewchester,3,201.89,212.79,196.61,Cloudy,Evening,Moderate
Jamesberg,Robertfurt,3,64.77,69.42,71.74,Clear,Afternoon,Light
West Paula,Richardtown,3,117.53,125.83,121.15,Foggy,Evening,Heavy
Jamesmouth,Lowerystad,2,26.86,39.47,39.28,Cloudy,Afternoon,Moderate
Port Colin,East Gerald,0,426.5,612.29,590.58,Cloudy,Afternoon,Heavy
Loganshire,Port Heather,1,249.03,335.89,355.81,Clear,Evening,Moderate
New Steven,Michaelmouth,3,161.01,224.39,204.27,Foggy,Night,Light
New Sabrina,Matthewmouth,1,170.82,175.87,173.47,Rainy,Night,Heavy
North Davidchester,Lisamouth,1,323.62,404.94,444.62,Cloudy,Night,Light
New Carolinefurt,East Sylviaburgh,3,117.65,168.47,183.14,Rainy,Afternoon,Heavy
Jamesfurt,Juanfurt,1,472.42,522.36,483.66,Foggy,Evening,Light
Sarahtown,Luisbury,0,274.34,302.54,291.0,Rainy,Morning,Moderate
Wilsonborough,Colemouth,3,326.9,364.22,371.48,Rainy,Evening,Light
Lake Marcus,Autumntown,0,377.96,538.12,508.69,Cloudy,Night,Light
East Joseph,West Richard,1,319.16,472.41,512.66,Clear,Evening,Moderate
New William,Gardnertown,3,323.61,360.29,324.35,Foggy,Night,Light
Adamsstad,Georgetown,3,112.21,117.86,111.73,Cloudy,Evening,Moderate
West Joyce,Lake Brittanyhaven,1,466.56,494.26,528.29,Cloudy,Evening,Light
Benjaminburgh,Lake Bobbyshire,0,418.66,587.7,600.24,Rainy,Evening,Moderate
Lake Jason,Lake Charles,0,446.74,648.39,712.64,Clear,Night,Light
East Kimberly,Thomasview,1,179.03,227.44,210.59,Cloudy,Afternoon,Moderate
Navarroport,Odonnellborough,2,57.11,61.99,56.71,Foggy,Morning,Moderate
Charlesside,South Benjamin,0,279.14,322.74,320.13,Cloudy,Afternoon,Light
Davidmouth,Martinport,0,147.7,156.44,153.94,Rainy,Afternoon,Light
Ortizhaven,East Karen,2,40.91,54.13,49.81,Clear,Afternoon,Heavy
Lutzstad,Lawsonchester,1,237.73,275.81,273.0,Cloudy,Night,Moderate
Jeffreyville,South Juliaport,3,191.66,260.39,249.55,Foggy,Afternoon,Moderate
New Michellebury,Marymouth,0,151.5,213.9,207.66,Clear,Morning,Moderate
West Vickiechester,North Elizabethmouth,1,473.73,638.53,661.9,Cloudy,Afternoon,Heavy
Singhtown,Jamestown,3,256.07,383.23,385.75,Clear,Afternoon,Moderate
Ayersfort,Lucasshire,3,358.52,385.55,368.99,Rainy,Morning,Heavy
Christinahaven,North Valerieton,2,450.42,567.5,607.15,Foggy,Afternoon,Moderate
South Reginald,Obrienstad,1,19.24,27.12,27.77,Foggy,Afternoon,Moderate
Currytown,Cruzton,3,292.74,354.17,341.85,Foggy,Evening,Moderate
East Melanie,Port Josephside,2,19.42,28.66,25.87,Cloudy,Afternoon,Moderate
Lisaside,Ericview,3,270.48,279.42,293.81,Clear,Night,Heavy
West Davidburgh,New Brucefurt,1,360.46,509.57,464.2,Foggy,Afternoon,Heavy
Josephton,Wintersmouth,1,374.55,541.23,500.26,Foggy,Night,Light
Bryanville,West Veronicaville,2,163.79,240.92,256.45,Rainy,Morning,Heavy
New Virginiatown,East Williamstad,0,243.28,327.23,322.38,Clear,Evening,Heavy
South David,Port Robertside,1,92.5,135.26,139.79,Clear,Afternoon,Light
Hendersonborough,Stewartchester,2,296.55,409.6,441.65,Clear,Evening,Light
West Loriview,South Candace,3,25.3,37.0,36.4,Cloudy,Evening,Light
Flowersstad,Teresamouth,3,58.83,74.6,77.94,Foggy,Evening,Moderate
Janetmouth,Port Martinview,2,276.96,380.11,376.0,Foggy,Morning,Light
Port Amanda,Jonesstad,1,346.42,438.84,425.86,Cloudy,Night,Light
Pinedahaven,West Lori,0,183.2,251.89,242.31,Cloudy,Evening,Moderate
Kimberlyport,East Travis,2,320.65,391.06,424.7,Clear,Evening,Moderate
East Heather,West Shaun,1,93.58,94.77,96.27,Rainy,Morning,Heavy
North Donald,Mayland,0,486.59,725.35,684.79,Foggy,Morning,Moderate
Port Paul,Kingside,3,332.08,400.91,428.05,Rainy,Afternoon,Heavy
West Jimmyland,New Brianborough,1,67.02,96.62,95.85,Cloudy,Afternoon,Moderate
West Lisa,Johnstad,2,149.35,213.47,220.05,Cloudy,Night,Heavy
Montgomeryhaven,South Kathrynfort,3,31.56,38.89,39.99,Rainy,Afternoon,Heavy
Burnsbury,Blackhaven,3,102.41,106.15,104.42,Clear,Evening,Heavy
New Patricia,Brittneyton,2,315.0,402.49,397.92,Foggy,Night,Light
Lake James,Lindsaychester,0,470.16,475.34,505.81,Cloudy,Afternoon,Heavy
Port Kristina,Lake Matthewberg,1,422.26,479.25,511.88,Rainy,Morning,Light
North Kathleen,Claytonview,0,271.96,350.75,332.56,Cloudy,Night,Moderate
Port Jacquelinebury,Cherylview,2,65.47,79.49,75.97,Cloudy,Morning,Light
Emilyburgh,East Shannon,0,399.91,599.74,594.56,Cloudy,Afternoon,Moderate
Baileyview,Parrishtown,0,285.06,370.75,392.2,Foggy,Night,Moderate
Dennisland,Burnston,2,358.57,496.75,495.26,Clear,Afternoon,Moderate
Port Angelatown,Laraton,3,36.61,41.0,37.68,Clear,Morning,Light
East Cameron,North Derrick,1,453.49,644.39,593.94,Cloudy,Night,Moderate
Jeffreystad,North Kathleen,2,278.43,337.49,370.33,Rainy,Morning,Moderate
Molinahaven,Jenniferborough,0,279.29,418.77,397.44,Cloudy,Morning,Heavy
Walkerton,Bernardberg,0,279.09,369.8,336.45,Foggy,Night,Heavy
Deniseborough,Thompsonmouth,2,72.48,73.24,78.2,Clear,Morning,Heavy
Martinchester,Matthewbury,0,343.35,494.65,533.73,Rainy,Evening,Moderate
North Scott,Pageland,0,177.55,213.66,193.01,Clear,Afternoon,Light
West Dana,Kellyfort,2,80.56,110.05,120.11,Clear,Morning,Moderate
Lake Lisachester,East Monicabury,2,180.62,208.71,202.75,Cloudy,Morning,Moderate
Maddoxtown,Kathleenmouth,0,436.95,637.77,639.02,Clear,Morning,Heavy
Christopherchester,Morganville,1,20.63,23.29,23.64,Rainy,Morning,Heavy
Nguyenport,Reneeside,2,361.5,426.99,440.2,Rainy,Afternoon,Moderate
West Courtney,Riverastad,1,300.87,353.07,371.22,Cloudy,Evening,Moderate
Jamesland,Smithberg,2,93.53,117.23,123.36,Foggy,Night,Light
Pamelaland,Lake Christophermouth,1,113.59,125.27,126.78,Rainy,Night,Heavy
West Williamville,Burkeberg,2,85.97,124.99,129.66,Cloudy,Afternoon,Heavy
North Claire,Garcialand,0,223.16,250.83,265.47,Foggy,Afternoon,Light
Sylviatown,West Jeremy,2,178.65,179.03,187.4,Cloudy,Evening,Heavy
Kingtown,Lake Eric,1,453.09,562.58,615.75,Rainy,Afternoon,Light
Lake Keith,Wallacestad,3,488.84,602.64,629.16,Rainy,Evening,Moderate
Port Julie,Michelleton,2,118.21,162.72,170.65,Foggy,Night,Moderate
West Christy,Wilkinston,3,342.25,411.73,434.35,Cloudy,Morning,Heavy
Hobbston,Cummingsland,1,436.37,481.0,484.63,Clear,Night,Moderate
South Rachel,Ryanmouth,2,167.7,248.52,223.71,Clear,Morning,Moderate
Samanthamouth,East Richardview,2,161.08,192.01,210.13,Clear,Evening,Light
Ortizchester,Lake Sarahhaven,0,146.79,198.17,193.61,Rainy,Afternoon,Heavy
Harveyburgh,Kingborough,2,386.42,409.54,377.18,Clear,Morning,Heavy
Karenmouth,East Dana,0,280.36,418.43,386.8,Rainy,Evening,Heavy
Jimenezberg,Ronaldside,1,293.68,391.4,390.09,Foggy,Morning,Light
Salazarview,Lake Nicolefurt,2,106.4,118.33,120.23,Foggy,Evening,Light
Schultzborough,Christinamouth,0,284.79,400.57,373.1,Cloudy,Morning,Heavy
Port Wesleyport,Lake Cassandra,0,372.62,533.5,515.82,Clear,Night,Light
Nancyfurt,South Sheila,0,289.19,377.17,414.86,Rainy,Afternoon,Moderate
New Steven,North James,2,96.99,128.96,139.45,Clear,Evening,Heavy
East Deborah,Phillipston,2,263.03,378.92,346.17,Rainy,Evening,Light
Stewartburgh,Doylebury,2,158.4,163.69,148.46,Foggy,Evening,Light
Warrenview,East Stephaniemouth,1,256.65,364.29,382.19,Clear,Night,Heavy
